Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
8,1622626292644,02/06/2021 09:31:32,1622626292150,1,02/06/2021 10:31:32,53470,4,questionnaire-uqlw,,13195899,5f52971c271a0703d733031c,3971594,,complete,,60b74f879905bee90db32e43,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x1007,,demog,7,No,Ed_level-quantised,2
9,1622626292644,02/06/2021 09:31:32,1622626292151,1,02/06/2021 10:31:32,53470,4,questionnaire-uqlw,,13195899,5f52971c271a0703d733031c,3971594,,complete,,60b74f879905bee90db32e43,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x1007,,demog,7,No,END QUESTIONNAIRE,15761
1,1622626607544,02/06/2021 09:36:47,1622626607486,1,02/06/2021 10:36:47,53470,4,questionnaire-uqlw,,13196051,5f3960e728b3734d421b2eeb,3971647,,complete,,60b74a29140d1eb378f37da4,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,768x1024,1024x665,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622626625539,02/06/2021 09:37:05,1622626625374,1,02/06/2021 10:37:05,53470,4,questionnaire-uqlw,,13196051,5f3960e728b3734d421b2eeb,3971647,,complete,,60b74a29140d1eb378f37da4,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,768x1024,1024x665,,demog,7,No,Sex,Female
3,1622626625762,02/06/2021 09:37:05,1622626625378,1,02/06/2021 10:37:05,53470,4,questionnaire-uqlw,,13196051,5f3960e728b3734d421b2eeb,3971647,,complete,,60b74a29140d1eb378f37da4,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,768x1024,1024x665,,demog,7,No,Sex-quantised,1
4,1622626625762,02/06/2021 09:37:05,1622626625378,1,02/06/2021 10:37:05,53470,4,questionnaire-uqlw,,13196051,5f3960e728b3734d421b2eeb,3971647,,complete,,60b74a29140d1eb378f37da4,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,768x1024,1024x665,,demog,7,No,Age,18-24
5,1622626625762,02/06/2021 09:37:05,1622626625378,1,02/06/2021 10:37:05,53470,4,questionnaire-uqlw,,13196051,5f3960e728b3734d421b2eeb,3971647,,complete,,60b74a29140d1eb378f37da4,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,768x1024,1024x665,,demog,7,No,Age-quantised,1
6,1622626625762,02/06/2021 09:37:05,1622626625378,1,02/06/2021 10:37:05,53470,4,questionnaire-uqlw,,13196051,5f3960e728b3734d421b2eeb,3971647,,complete,,60b74a29140d1eb378f37da4,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,768x1024,1024x665,,demog,7,No,field,Psychology
7,1622626625762,02/06/2021 09:37:05,1622626625378,1,02/06/2021 10:37:05,53470,4,questionnaire-uqlw,,13196051,5f3960e728b3734d421b2eeb,3971647,,complete,,60b74a29140d1eb378f37da4,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,768x1024,1024x665,,demog,7,No,Ed_level,undergraduate/Bachelors
8,1622626625762,02/06/2021 09:37:05,1622626625378,1,02/06/2021 10:37:05,53470,4,questionnaire-uqlw,,13196051,5f3960e728b3734d421b2eeb,3971647,,complete,,60b74a29140d1eb378f37da4,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,768x1024,1024x665,,demog,7,No,Ed_level-quantised,2
9,1622626625762,02/06/2021 09:37:05,1622626625378,1,02/06/2021 10:37:05,53470,4,questionnaire-uqlw,,13196051,5f3960e728b3734d421b2eeb,3971647,,complete,,60b74a29140d1eb378f37da4,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 14.0,768x1024,1024x665,,demog,7,No,END QUESTIONNAIRE,17892
1,1622627199117,02/06/2021 09:46:39,1622627202087,1,02/06/2021 10:46:42,53470,4,questionnaire-uqlw,,13196289,5f4a6d50dc1bde5ef2e6b36b,3971746,,complete,,60b7536c55b723c1a775fb82,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1280x720,1280x607,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622627253396,02/06/2021 09:47:33,1622627256384,1,02/06/2021 10:47:36,53470,4,questionnaire-uqlw,,13196289,5f4a6d50dc1bde5ef2e6b36b,3971746,,complete,,60b7536c55b723c1a775fb82,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1280x720,1263x607,,demog,7,No,Sex,Female
3,1622627253489,02/06/2021 09:47:33,1622627256389,1,02/06/2021 10:47:36,53470,4,questionnaire-uqlw,,13196289,5f4a6d50dc1bde5ef2e6b36b,3971746,,complete,,60b7536c55b723c1a775fb82,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1280x720,1263x607,,demog,7,No,Sex-quantised,1
4,1622627253489,02/06/2021 09:47:33,1622627256389,1,02/06/2021 10:47:36,53470,4,questionnaire-uqlw,,13196289,5f4a6d50dc1bde5ef2e6b36b,3971746,,complete,,60b7536c55b723c1a775fb82,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1280x720,1263x607,,demog,7,No,Age,18-24
5,1622627253489,02/06/2021 09:47:33,1622627256389,1,02/06/2021 10:47:36,53470,4,questionnaire-uqlw,,13196289,5f4a6d50dc1bde5ef2e6b36b,3971746,,complete,,60b7536c55b723c1a775fb82,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1280x720,1263x607,,demog,7,No,Age-quantised,1
6,1622627253489,02/06/2021 09:47:33,1622627256389,1,02/06/2021 10:47:36,53470,4,questionnaire-uqlw,,13196289,5f4a6d50dc1bde5ef2e6b36b,3971746,,complete,,60b7536c55b723c1a775fb82,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1280x720,1263x607,,demog,7,No,field,Secondary Teaching
7,1622627253489,02/06/2021 09:47:33,1622627256390,1,02/06/2021 10:47:36,53470,4,questionnaire-uqlw,,13196289,5f4a6d50dc1bde5ef2e6b36b,3971746,,complete,,60b7536c55b723c1a775fb82,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1280x720,1263x607,,demog,7,No,Ed_level,undergraduate/Bachelors
8,1622627253489,02/06/2021 09:47:33,1622627256390,1,02/06/2021 10:47:36,53470,4,questionnaire-uqlw,,13196289,5f4a6d50dc1bde5ef2e6b36b,3971746,,complete,,60b7536c55b723c1a775fb82,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1280x720,1263x607,,demog,7,No,Ed_level-quantised,2
9,1622627253489,02/06/2021 09:47:33,1622627256390,1,02/06/2021 10:47:36,53470,4,questionnaire-uqlw,,13196289,5f4a6d50dc1bde5ef2e6b36b,3971746,,complete,,60b7536c55b723c1a775fb82,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1280x720,1263x607,,demog,7,No,END QUESTIONNAIRE,54303
1,1622627755814,02/06/2021 09:55:55,1622627755921,1,02/06/2021 10:55:55,53470,4,questionnaire-uqlw,,13196487,5d204b04b1e50a001a19e385,3971850,,complete,,60b7558746b644660e90b5b9,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,1366x625,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622627775600,02/06/2021 09:56:15,1622627775767,1,02/06/2021 10:56:15,53470,4,questionnaire-uqlw,,13196487,5d204b04b1e50a001a19e385,3971850,,complete,,60b7558746b644660e90b5b9,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,1349x625,,demog,7,No,Sex,Male
3,1622627775689,02/06/2021 09:56:15,1622627775769,1,02/06/2021 10:56:15,53470,4,questionnaire-uqlw,,13196487,5d204b04b1e50a001a19e385,3971850,,complete,,60b7558746b644660e90b5b9,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,1349x625,,demog,7,No,Sex-quantised,2
4,1622627775689,02/06/2021 09:56:15,1622627775769,1,02/06/2021 10:56:15,53470,4,questionnaire-uqlw,,13196487,5d204b04b1e50a001a19e385,3971850,,complete,,60b7558746b644660e90b5b9,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,1349x625,,demog,7,No,Age,18-24
5,1622627775689,02/06/2021 09:56:15,1622627775769,1,02/06/2021 10:56:15,53470,4,questionnaire-uqlw,,13196487,5d204b04b1e50a001a19e385,3971850,,complete,,60b7558746b644660e90b5b9,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,1349x625,,demog,7,No,Age-quantised,1
6,1622627775689,02/06/2021 09:56:15,1622627775770,1,02/06/2021 10:56:15,53470,4,questionnaire-uqlw,,13196487,5d204b04b1e50a001a19e385,3971850,,complete,,60b7558746b644660e90b5b9,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,1349x625,,demog,7,No,field,Geography
7,1622627775689,02/06/2021 09:56:15,1622627775770,1,02/06/2021 10:56:15,53470,4,questionnaire-uqlw,,13196487,5d204b04b1e50a001a19e385,3971850,,complete,,60b7558746b644660e90b5b9,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,1349x625,,demog,7,No,Ed_level,undergraduate/Bachelors
8,1622627775689,02/06/2021 09:56:15,1622627775770,1,02/06/2021 10:56:15,53470,4,questionnaire-uqlw,,13196487,5d204b04b1e50a001a19e385,3971850,,complete,,60b7558746b644660e90b5b9,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,1349x625,,demog,7,No,Ed_level-quantised,2
9,1622627775689,02/06/2021 09:56:15,1622627775770,1,02/06/2021 10:56:15,53470,4,questionnaire-uqlw,,13196487,5d204b04b1e50a001a19e385,3971850,,complete,,60b7558746b644660e90b5b9,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1366x768,1349x625,,demog,7,No,END QUESTIONNAIRE,19849
1,1622627953137,02/06/2021 09:59:13,1622627783573,1,02/06/2021 10:56:23,53470,4,questionnaire-uqlw,,13196549,5c070c6a3be61100011a29cc,3971772,,complete,,60b753c6c6b776617ebb9542,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1366x768,1366x657,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622628297539,02/06/2021 10:04:57,1622628127957,1,02/06/2021 11:02:07,53470,4,questionnaire-uqlw,,13196549,5c070c6a3be61100011a29cc,3971772,,complete,,60b753c6c6b776617ebb9542,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1366x768,1349x657,,demog,7,No,Sex,Male
3,1622628297633,02/06/2021 10:04:57,1622628127963,1,02/06/2021 11:02:07,53470,4,questionnaire-uqlw,,13196549,5c070c6a3be61100011a29cc,3971772,,complete,,60b753c6c6b776617ebb9542,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1366x768,1349x657,,demog,7,No,Sex-quantised,2
4,1622628297633,02/06/2021 10:04:57,1622628127963,1,02/06/2021 11:02:07,53470,4,questionnaire-uqlw,,13196549,5c070c6a3be61100011a29cc,3971772,,complete,,60b753c6c6b776617ebb9542,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1366x768,1349x657,,demog,7,No,Age,31-40
5,1622628297633,02/06/2021 10:04:57,1622628127963,1,02/06/2021 11:02:07,53470,4,questionnaire-uqlw,,13196549,5c070c6a3be61100011a29cc,3971772,,complete,,60b753c6c6b776617ebb9542,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1366x768,1349x657,,demog,7,No,Age-quantised,3
6,1622628297633,02/06/2021 10:04:57,1622628127964,1,02/06/2021 11:02:07,53470,4,questionnaire-uqlw,,13196549,5c070c6a3be61100011a29cc,3971772,,complete,,60b753c6c6b776617ebb9542,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1366x768,1349x657,,demog,7,No,field,Psychology
7,1622628297633,02/06/2021 10:04:57,1622628127964,1,02/06/2021 11:02:07,53470,4,questionnaire-uqlw,,13196549,5c070c6a3be61100011a29cc,3971772,,complete,,60b753c6c6b776617ebb9542,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1366x768,1349x657,,demog,7,No,Ed_level,less than undergraduate/Bachelors
8,1622628297633,02/06/2021 10:04:57,1622628127964,1,02/06/2021 11:02:07,53470,4,questionnaire-uqlw,,13196549,5c070c6a3be61100011a29cc,3971772,,complete,,60b753c6c6b776617ebb9542,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1366x768,1349x657,,demog,7,No,Ed_level-quantised,1
9,1622628297633,02/06/2021 10:04:57,1622628127965,1,02/06/2021 11:02:07,53470,4,questionnaire-uqlw,,13196549,5c070c6a3be61100011a29cc,3971772,,complete,,60b753c6c6b776617ebb9542,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1366x768,1349x657,,demog,7,No,END QUESTIONNAIRE,344391
1,1622629335928,02/06/2021 10:22:15,1622629335461,1,02/06/2021 11:22:15,53470,4,questionnaire-uqlw,,13197038,5f6f753fb20ea14ee4072f30,3972097,,complete,,60b75b600403a9d54eaa0154,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x659,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622629355026,02/06/2021 10:22:35,1622629354603,1,02/06/2021 11:22:34,53470,4,questionnaire-uqlw,,13197038,5f6f753fb20ea14ee4072f30,3972097,,complete,,60b75b600403a9d54eaa0154,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x659,,demog,7,No,Sex,Female
3,1622629355119,02/06/2021 10:22:35,1622629354604,1,02/06/2021 11:22:34,53470,4,questionnaire-uqlw,,13197038,5f6f753fb20ea14ee4072f30,3972097,,complete,,60b75b600403a9d54eaa0154,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x659,,demog,7,No,Sex-quantised,1
4,1622629355119,02/06/2021 10:22:35,1622629354605,1,02/06/2021 11:22:34,53470,4,questionnaire-uqlw,,13197038,5f6f753fb20ea14ee4072f30,3972097,,complete,,60b75b600403a9d54eaa0154,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x659,,demog,7,No,Age,18-24
5,1622629355119,02/06/2021 10:22:35,1622629354605,1,02/06/2021 11:22:34,53470,4,questionnaire-uqlw,,13197038,5f6f753fb20ea14ee4072f30,3972097,,complete,,60b75b600403a9d54eaa0154,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x659,,demog,7,No,Age-quantised,1
6,1622629355119,02/06/2021 10:22:35,1622629354605,1,02/06/2021 11:22:34,53470,4,questionnaire-uqlw,,13197038,5f6f753fb20ea14ee4072f30,3972097,,complete,,60b75b600403a9d54eaa0154,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x659,,demog,7,No,field,psychology
7,1622629355119,02/06/2021 10:22:35,1622629354605,1,02/06/2021 11:22:34,53470,4,questionnaire-uqlw,,13197038,5f6f753fb20ea14ee4072f30,3972097,,complete,,60b75b600403a9d54eaa0154,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x659,,demog,7,No,Ed_level,undergraduate/Bachelors
8,1622629355119,02/06/2021 10:22:35,1622629354605,1,02/06/2021 11:22:34,53470,4,questionnaire-uqlw,,13197038,5f6f753fb20ea14ee4072f30,3972097,,complete,,60b75b600403a9d54eaa0154,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x659,,demog,7,No,Ed_level-quantised,2
9,1622629355119,02/06/2021 10:22:35,1622629354605,1,02/06/2021 11:22:34,53470,4,questionnaire-uqlw,,13197038,5f6f753fb20ea14ee4072f30,3972097,,complete,,60b75b600403a9d54eaa0154,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1440x900,1440x659,,demog,7,No,END QUESTIONNAIRE,19144
1,1622631570697,02/06/2021 10:59:30,1622631570517,1,02/06/2021 11:59:30,53470,4,questionnaire-uqlw,,13197935,607703adb30bdd818ebc958a,3972554,,complete,,60b7644cfb406437b2baee6b,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622631593446,02/06/2021 10:59:53,1622631593217,1,02/06/2021 11:59:53,53470,4,questionnaire-uqlw,,13197935,607703adb30bdd818ebc958a,3972554,,complete,,60b7644cfb406437b2baee6b,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,Sex,Female
3,1622631593540,02/06/2021 10:59:53,1622631593219,1,02/06/2021 11:59:53,53470,4,questionnaire-uqlw,,13197935,607703adb30bdd818ebc958a,3972554,,complete,,60b7644cfb406437b2baee6b,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,Sex-quantised,1
4,1622631593540,02/06/2021 10:59:53,1622631593219,1,02/06/2021 11:59:53,53470,4,questionnaire-uqlw,,13197935,607703adb30bdd818ebc958a,3972554,,complete,,60b7644cfb406437b2baee6b,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,Age,18-24
5,1622631593540,02/06/2021 10:59:53,1622631593219,1,02/06/2021 11:59:53,53470,4,questionnaire-uqlw,,13197935,607703adb30bdd818ebc958a,3972554,,complete,,60b7644cfb406437b2baee6b,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,Age-quantised,1
6,1622631593540,02/06/2021 10:59:53,1622631593219,1,02/06/2021 11:59:53,53470,4,questionnaire-uqlw,,13197935,607703adb30bdd818ebc958a,3972554,,complete,,60b7644cfb406437b2baee6b,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,field,Law
7,1622631593540,02/06/2021 10:59:53,1622631593219,1,02/06/2021 11:59:53,53470,4,questionnaire-uqlw,,13197935,607703adb30bdd818ebc958a,3972554,,complete,,60b7644cfb406437b2baee6b,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,Ed_level,less than undergraduate/Bachelors
8,1622631593540,02/06/2021 10:59:53,1622631593219,1,02/06/2021 11:59:53,53470,4,questionnaire-uqlw,,13197935,607703adb30bdd818ebc958a,3972554,,complete,,60b7644cfb406437b2baee6b,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,Ed_level-quantised,1
9,1622631593540,02/06/2021 10:59:53,1622631593220,1,02/06/2021 11:59:53,53470,4,questionnaire-uqlw,,13197935,607703adb30bdd818ebc958a,3972554,,complete,,60b7644cfb406437b2baee6b,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,END QUESTIONNAIRE,22703
1,1622631605293,02/06/2021 11:00:05,1622631604746,1,02/06/2021 12:00:04,53470,4,questionnaire-uqlw,,13197944,56fad9e4997828000c802706,3972562,,complete,,60b7645bfb406437b2baee6d,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622631620312,02/06/2021 11:00:20,1622631619696,1,02/06/2021 12:00:19,53470,4,questionnaire-uqlw,,13197944,56fad9e4997828000c802706,3972562,,complete,,60b7645bfb406437b2baee6d,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,Sex,Male
3,1622631620390,02/06/2021 11:00:20,1622631619697,1,02/06/2021 12:00:19,53470,4,questionnaire-uqlw,,13197944,56fad9e4997828000c802706,3972562,,complete,,60b7645bfb406437b2baee6d,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,Sex-quantised,2
4,1622631620390,02/06/2021 11:00:20,1622631619697,1,02/06/2021 12:00:19,53470,4,questionnaire-uqlw,,13197944,56fad9e4997828000c802706,3972562,,complete,,60b7645bfb406437b2baee6d,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,Age,31-40
5,1622631620390,02/06/2021 11:00:20,1622631619697,1,02/06/2021 12:00:19,53470,4,questionnaire-uqlw,,13197944,56fad9e4997828000c802706,3972562,,complete,,60b7645bfb406437b2baee6d,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,Age-quantised,3
6,1622631620390,02/06/2021 11:00:20,1622631619697,1,02/06/2021 12:00:19,53470,4,questionnaire-uqlw,,13197944,56fad9e4997828000c802706,3972562,,complete,,60b7645bfb406437b2baee6d,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,field,computer science
7,1622631620390,02/06/2021 11:00:20,1622631619697,1,02/06/2021 12:00:19,53470,4,questionnaire-uqlw,,13197944,56fad9e4997828000c802706,3972562,,complete,,60b7645bfb406437b2baee6d,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,Ed_level,Masters
8,1622631620390,02/06/2021 11:00:20,1622631619697,1,02/06/2021 12:00:19,53470,4,questionnaire-uqlw,,13197944,56fad9e4997828000c802706,3972562,,complete,,60b7645bfb406437b2baee6d,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,Ed_level-quantised,3
9,1622631620390,02/06/2021 11:00:20,1622631619698,1,02/06/2021 12:00:19,53470,4,questionnaire-uqlw,,13197944,56fad9e4997828000c802706,3972562,,complete,,60b7645bfb406437b2baee6d,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1920x1080,1920x969,,demog,7,No,END QUESTIONNAIRE,14952
1,1622632382224,02/06/2021 11:13:02,1622632381873,1,02/06/2021 12:13:01,53470,4,questionnaire-uqlw,,13198180,60a3ea460bce3bb8815b4617,3973014,,complete,,60b766e761dcf3bdfd67357f,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1536x722,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622632408541,02/06/2021 11:13:28,1622632408233,1,02/06/2021 12:13:28,53470,4,questionnaire-uqlw,,13198180,60a3ea460bce3bb8815b4617,3973014,,complete,,60b766e761dcf3bdfd67357f,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1519x722,,demog,7,No,Sex,Male
3,1622632408626,02/06/2021 11:13:28,1622632408235,1,02/06/2021 12:13:28,53470,4,questionnaire-uqlw,,13198180,60a3ea460bce3bb8815b4617,3973014,,complete,,60b766e761dcf3bdfd67357f,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1519x722,,demog,7,No,Sex-quantised,2
4,1622632408626,02/06/2021 11:13:28,1622632408235,1,02/06/2021 12:13:28,53470,4,questionnaire-uqlw,,13198180,60a3ea460bce3bb8815b4617,3973014,,complete,,60b766e761dcf3bdfd67357f,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1519x722,,demog,7,No,Age,18-24
5,1622632408626,02/06/2021 11:13:28,1622632408235,1,02/06/2021 12:13:28,53470,4,questionnaire-uqlw,,13198180,60a3ea460bce3bb8815b4617,3973014,,complete,,60b766e761dcf3bdfd67357f,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1519x722,,demog,7,No,Age-quantised,1
6,1622632408626,02/06/2021 11:13:28,1622632408235,1,02/06/2021 12:13:28,53470,4,questionnaire-uqlw,,13198180,60a3ea460bce3bb8815b4617,3973014,,complete,,60b766e761dcf3bdfd67357f,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1519x722,,demog,7,No,field,Biomedical Science
7,1622632408626,02/06/2021 11:13:28,1622632408236,1,02/06/2021 12:13:28,53470,4,questionnaire-uqlw,,13198180,60a3ea460bce3bb8815b4617,3973014,,complete,,60b766e761dcf3bdfd67357f,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1519x722,,demog,7,No,Ed_level,Masters
8,1622632408626,02/06/2021 11:13:28,1622632408236,1,02/06/2021 12:13:28,53470,4,questionnaire-uqlw,,13198180,60a3ea460bce3bb8815b4617,3973014,,complete,,60b766e761dcf3bdfd67357f,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1519x722,,demog,7,No,Ed_level-quantised,3
9,1622632408626,02/06/2021 11:13:28,1622632408236,1,02/06/2021 12:13:28,53470,4,questionnaire-uqlw,,13198180,60a3ea460bce3bb8815b4617,3973014,,complete,,60b766e761dcf3bdfd67357f,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1536x864,1519x722,,demog,7,No,END QUESTIONNAIRE,26363
1,1622632445752,02/06/2021 11:14:05,1622632445834,1,02/06/2021 12:14:05,53470,4,questionnaire-uqlw,,13198219,60b25c51065fbb9f4554d7eb,3973031,,complete,,60b76670dace5872938bffd2,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1280x616,,demog,7,No,BEGIN QUESTIONNAIRE,
2,1622632459691,02/06/2021 11:14:19,1622632459816,1,02/06/2021 12:14:19,53470,4,questionnaire-uqlw,,13198219,60b25c51065fbb9f4554d7eb,3973031,,complete,,60b76670dace5872938bffd2,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x616,,demog,7,No,Sex,Female
3,1622632459753,02/06/2021 11:14:19,1622632459817,1,02/06/2021 12:14:19,53470,4,questionnaire-uqlw,,13198219,60b25c51065fbb9f4554d7eb,3973031,,complete,,60b76670dace5872938bffd2,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x616,,demog,7,No,Sex-quantised,1
4,1622632459753,02/06/2021 11:14:19,1622632459818,1,02/06/2021 12:14:19,53470,4,questionnaire-uqlw,,13198219,60b25c51065fbb9f4554d7eb,3973031,,complete,,60b76670dace5872938bffd2,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x616,,demog,7,No,Age,18-24
5,1622632459753,02/06/2021 11:14:19,1622632459818,1,02/06/2021 12:14:19,53470,4,questionnaire-uqlw,,13198219,60b25c51065fbb9f4554d7eb,3973031,,complete,,60b76670dace5872938bffd2,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x616,,demog,7,No,Age-quantised,1
6,1622632459753,02/06/2021 11:14:19,1622632459818,1,02/06/2021 12:14:19,53470,4,questionnaire-uqlw,,13198219,60b25c51065fbb9f4554d7eb,3973031,,complete,,60b76670dace5872938bffd2,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x616,,demog,7,No,field,Neuroscience
7,1622632459753,02/06/2021 11:14:19,1622632459818,1,02/06/2021 12:14:19,53470,4,questionnaire-uqlw,,13198219,60b25c51065fbb9f4554d7eb,3973031,,complete,,60b76670dace5872938bffd2,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x616,,demog,7,No,Ed_level,undergraduate/Bachelors
8,1622632459753,02/06/2021 11:14:19,1622632459818,1,02/06/2021 12:14:19,53470,4,questionnaire-uqlw,,13198219,60b25c51065fbb9f4554d7eb,3973031,,complete,,60b76670dace5872938bffd2,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.77,1280x720,1263x616,,demog,7,No,Ed_level-quantised,2
